energy_or_uniformity,contrast,correlation,variance,texture_homogeneity,sum_average,sum_variance,sum_entropy,entropy,diff_variance,diff_entropy,info_measures_of_correlation,info_measures_of_correlation,birads
0.11466507255140904,0.8791611932458174,0.588175507667569,1.093858295451105,0.7217644233975934,18.627848753089257,3.496271988558618,2.8679112440455627,3.6894889802267032,0.02249149518153161,1.3524635377307022,-0.2029053272361841,0.6965070575426578,1
0.5235363131258122,0.2463038441538279,0.2839122604160395,0.17256304058872907,0.8808499662550806,9.93635516628882,0.44394831820109104,1.3276300507481207,1.5903119521052167,0.06449379679730252,0.8043459385831113,-0.09153302603335584,0.3243739234606075,1
0.3882773066716741,0.1880532289721218,0.7181302178284291,0.341268838993701,0.9061688627673403,20.236314494704096,1.177022127002695,1.81416386471094,2.003475171682797,0.048381699399593844,0.6724808814755974,-0.4087953260749971,0.7788680267176897,1
0.288432363966462,0.33897218126852907,0.31934960858804584,0.24904700361027282,0.8305270258623342,19.069205419154255,0.6572158331726229,1.5486911595719088,1.887771600854684,0.04074246593145991,0.8903003151590608,-0.10895879262121555,0.3611624527674818,1
0.3637276679164857,0.2467773021906797,0.46194259630493517,0.22986062257186718,0.8766113489046601,20.708623559888547,0.6726651880967779,1.4538770225357145,1.7006543247263939,0.04362626630701437,0.7749973319614039,-0.1993803047087792,0.5020362280985402,1
0.5209433909007989,0.21238511245360883,0.32518870688907786,0.15767553455198424,0.8938113500231955,21.609388828491213,0.41831702575429686,1.1340207060851177,1.346444166605045,0.0457740166274261,0.7312453531256891,-0.11990070650245495,0.340693537376981,1
0.3951243040874336,0.21560648851496372,0.5125872518952099,0.22102296692309906,0.8921967557425182,20.659734853998994,0.668485379177423,1.3983538566335574,1.6139603451485212,0.04925059521115958,0.7254249422868396,-0.23566752459266954,0.5473216855905697,1
0.773506299429009,0.09580189887416937,0.34605403922992795,0.07456467973802035,0.9523165065870133,18.02469287653752,0.20245682007789298,0.7356599954977385,0.833054252375922,0.0670731006040249,0.45035535975095586,-0.16835386659884727,0.339325747595172,1
0.5558920901954265,0.16170576234884065,0.48245438184125417,0.1564654463367276,0.9192158422524503,19.617595107175493,0.46415602299806835,1.1071625768675404,1.2694502687183633,0.05433141556062363,0.6216289912892043,-0.2266522439713981,0.4861337526498626,1
0.5792473365191938,0.16823431110526293,0.4720403511227582,0.16265492527146536,0.9159246599235589,22.038468988629372,0.48238538998064373,1.2443201104283135,1.4128977838019967,0.04996755798118867,0.6369537399379152,-0.23299984937638762,0.5096755424208298,1
0.3266173524903391,0.2756335530240473,0.5883867128859576,0.3459361199247198,0.8695444183225813,16.743412453733242,1.1081109266748057,1.8019892056573845,2.0902285705284234,0.05029471941767734,0.8003466269313042,-0.3120825576471137,0.6596705284872041,1
0.21764152288315777,0.21698249109869522,0.8557754246779614,0.7648381836928365,0.8928135025960083,16.181731925928837,2.8423702436726614,2.342159528577165,2.5639815827827293,0.053882252560819355,0.7147328713790522,-0.5257210181960009,0.9038787084879554,1
0.9145130506369707,0.038019375479905845,0.23186056671750427,0.02492127154484578,0.980999262089979,18.008039334429544,0.06166571069947224,0.32181660695758335,0.3599261020306972,0.07601625921713809,0.23101125411579893,-0.1301351854261264,0.17764088138041464,1
0.7355168497683529,0.08626561602364771,0.5556151871883686,0.09995664944905869,0.9569353334635163,13.90626414290021,0.31356098177259073,0.8501577754119788,0.9369729545915477,0.08138097035277327,0.41950372028958827,-0.32079519975700643,0.5331158661596225,1
0.5082237435042057,0.07306191890193939,0.827341949337546,0.21326268215517957,0.9634690405490304,22.612857353238194,0.7799888097188074,1.1754173996586412,1.2484793185605807,0.060825289534178206,0.36254885462652636,-0.6022658032285407,0.8012407345287134,1
0.4244605746288058,0.24704301844083937,0.385083141057722,0.19995966195141648,0.8766802563275984,17.45403739789575,0.552795629364826,1.324476478949019,1.5729192638609517,0.05045405402074628,0.7729609815293111,-0.16218814153528946,0.4189815779917826,1
0.9523168530440028,0.020663221312883857,0.2303182090741677,0.013835363151996205,0.989668389343558,16.012449772633232,0.03467823129509782,0.19661828822804345,0.21728150954092723,0.08595564242685856,0.1446109733497287,-0.13163266737905355,0.14766791313079639,1
0.7139879815330704,0.08897474924545205,0.5632939275441982,0.10418360799421578,0.9555126253772741,21.781398600136722,0.3277596827313829,0.8171128099980548,0.9060875592435067,0.05867526508132691,0.4247782335364937,-0.31655997002978575,0.5128990762057044,1
0.6239104443801645,0.14767272244321217,0.40926544970490486,0.12613874189316476,0.9261636387783938,16.295927105418972,0.35688224512943806,0.9508850197341729,1.098557742177385,0.06522755557409303,0.5919185246441306,-0.1827384129685596,0.40090442492700024,1
