energy_or_uniformity,contrast,correlation,variance,texture_homogeneity,sum_average,sum_variance,sum_entropy,entropy,diff_variance,diff_entropy,info_measures_of_correlation,info_measures_of_correlation,birads
0.4507313240126004,0.19408597150028561,0.6505126102502582,0.2891614392439529,0.9046701892073402,19.80049424939919,0.9625597854755228,1.6259129578813272,1.8209753009199638,0.05251840538246102,0.6597108500397233,-0.3797825062522959,0.6999024253101231,4
0.5722610796145788,0.14991002397073525,0.8408253574812724,0.535721914975214,0.9380455019682626,17.38585753822644,1.9929776359301627,1.434741489278264,1.5597798581624067,0.06452110544552939,0.5183665149395367,-0.5727120227695356,0.8179652779892216,4
0.2507580657707802,0.2807151470182823,0.7229718329846277,0.5160358597333286,0.867387550625808,17.460312239383324,1.7834282919150042,2.187931474674539,2.483241075214108,0.05079872881858789,0.7860518881257954,-0.4067576488638377,0.7925031884553866,4
0.39725612776194197,0.20173856278718755,0.6603756654840012,0.29841309863868554,0.8997997680658175,15.879784343246182,0.9919138317675447,1.6987621856387052,1.903801213816608,0.06050334261673278,0.6700962742550531,-0.3813387158463752,0.7181628148287293,4
0.4131200167033306,0.14107787060250995,0.7401397848380642,0.2737929923956209,0.9299572062803776,18.56710712538357,0.9540940989799879,1.5464233161789291,1.6899312307960006,0.06152506680394691,0.561968384662233,-0.46636621536369915,0.7797197119787576,4
0.3282374962081337,0.22198044808010603,0.7254077899991611,0.4037395747511699,0.8940170368310945,14.172220540374463,1.3929778509245807,1.9096574725408146,2.140843847689651,0.05970690681882642,0.6966717626565955,-0.4593954000681939,0.8093833801865422,4
0.21206584185335836,0.27909278740248195,0.8082968281445071,0.7494367000619097,0.8782652984756296,16.0937944003316,2.718654012845154,2.3112948590566553,2.5952100846026718,0.05335467975360655,0.7514776597475507,-0.5030117515717615,0.859569663575386,4
0.2015208321651741,0.3282349650271444,0.8371272928175925,1.0223127273039467,0.857018815917723,17.17458172492602,3.761015944188645,2.562879787942206,2.8988933897600204,0.04969363238322795,0.8314118447305603,-0.4887554163760175,0.8867413796690264,4
0.423595318079154,0.14433579924059928,0.7555704554770002,0.30122370960488143,0.9288735411747684,17.749492509682092,1.0605590391789348,1.6301802809524226,1.7784539425029586,0.061691306323891984,0.5553460295654633,-0.49296817845434704,0.7982931197519973,4
0.7141255236718461,0.07960577720856218,0.6106338434766171,0.11128608926081611,0.9606665347881249,19.754924790206132,0.36553857983467425,0.7947857758701758,0.8747299974516297,0.06459867280786735,0.3841109528651402,-0.3969801175823409,0.5442640709432033,4
0.3869699076525754,0.15687453029778,0.7735890581965702,0.351892924742392,0.9221462807694774,17.273795268450748,1.2506971686717918,1.7357218376890593,1.894820497267478,0.06004232187219007,0.5897884387561863,-0.4921228049332055,0.8175752621294767,4
0.6647187873029654,0.09667188143892809,0.6203822075587836,0.12744975795277966,0.9516640592805359,16.2631374837081,0.41312715037219905,0.9460383893263978,1.0427102707653257,0.07272738485995478,0.450690593452746,-0.3560885989867786,0.588465246465909,4
0.45863631003756894,0.12057810516136262,0.8134363964864171,0.3363318918713382,0.9416171348936582,19.30587111527222,1.2247494623239503,1.508562749829528,1.6275318491889732,0.06003609600268941,0.49508312993366543,-0.5486084994937914,0.8190633945535801,4
0.3918800345454244,0.1848428519415713,0.7243916839453619,0.34336068274788617,0.9082834741142485,15.276506920685515,1.1885998790499728,1.6799976732418476,1.8660807747006474,0.06203184841174632,0.643690548275291,-0.42711665150219585,0.7597044407002158,4
0.2281984161713944,0.3383533394416717,0.706334438628092,0.587474251138844,0.8492708713418429,15.160357412585373,2.0115436651137215,2.2542720006211865,2.6130906399679636,0.04834426276928937,0.8561214506407703,-0.37719396498227803,0.7675707250300424,4
0.2605227882688289,0.14766197499312747,0.8947599667683102,0.7101995839534897,0.9269941108240145,13.992849756239783,2.6931363608208327,2.031396958333462,2.181576362082814,0.07297299963693285,0.5575465492188058,-0.6177883512909957,0.9141252512602354,4
0.27379230320739206,0.26659143325727835,0.7477067133007194,0.541114768607519,0.8773347683694052,17.342647083071867,1.8978676411727917,2.172706538979544,2.4540965584958063,0.05252965492918058,0.7579770574758429,-0.43744587166434873,0.8078009282522878,4
0.13989023383407498,0.3137522480359232,0.9174905410141635,1.9599140395394747,0.8668758260171325,14.549578108557451,7.525903910121987,2.967243294487946,3.2907336420324618,0.051331649441423446,0.8027090627422137,-0.5898007919452513,0.9519545309231411,4
0.3028886135657856,0.2682612477086765,0.592096765445059,0.3319880399135574,0.8730298130753764,14.829470121529564,1.0596909119455404,1.8233517885729367,2.1123623400702716,0.05471467871688288,0.7935875489395544,-0.3031513526474322,0.6564776025057796,4
0.319800850183427,0.21399364111736824,0.6809171312317206,0.3435827346799222,0.8936414155169962,16.662592610849238,1.1603372976022996,1.816373389081522,2.033519897734858,0.054554502081850455,0.6945101631270532,-0.3889144434692599,0.7410747032070213,4
